date,from,to,text
2004-12-09T10:11:00.000Z,ogra,Matt|,"nope, i havent, but i dont think it will break....."
2004-12-09T10:12:00.000Z,ogra,Matt|,you can always hit stop if it wantd to remove to much
2004-12-09T10:21:00.000Z,Matt|,ogra,all of the openoffice packages depend on the debian one
2004-12-09T10:21:00.000Z,ogra,Matt|,"hmm, bad"
2004-12-09T11:41:00.000Z,ogra,Matt|,i can....
2004-12-09T11:41:00.000Z,Matt|,ogra,where is it?
2004-12-09T11:42:00.000Z,ogra,Matt|,"hmm, multiverse (its not tagged) ?"
2004-12-09T11:45:00.000Z,Matt|,ogra,what is multiverse btw?
2004-12-09T11:46:00.000Z,ogra,Matt|,like debians non-free
2004-12-09T11:46:00.000Z,Matt|,ogra,there is nothing about it on that wiki page
2004-12-09T11:46:00.000Z,ogra,Matt|,https://www.ubuntulinux.org/support/documentation/faq/helpcenterfaq.2004-10-20.1228090247/
2004-12-09T11:47:00.000Z,Matt|,ogra,what is the address?
2004-12-09T11:47:00.000Z,ogra,Matt|,read it ;)
2004-12-09T11:48:00.000Z,Matt|,ogra,i dont follow ya
2004-12-09T11:49:00.000Z,ogra,Matt|,address part ?
2004-12-09T11:50:00.000Z,ogra,Matt|,just add it behind universe in your repos
2004-12-09T11:50:00.000Z,ogra,Matt|,space separated
2004-12-10T13:58:00.000Z,ogra,Matt|,do you need ooqs-kde ?
2004-12-10T14:00:00.000Z,Matt|,ogra,no i don't
2004-12-10T14:00:00.000Z,ogra,Matt|,cant get rid of it ?
2004-12-10T14:01:00.000Z,ogra,Matt|,as yesterday with the other dependency ?
2004-12-10T14:01:00.000Z,Matt|,ogra,not following ya
2004-12-10T14:01:00.000Z,ogra,Matt|,havent you had a similar ooo prob yesterday ?
2004-12-10T14:02:00.000Z,Matt|,ogra,today some new openoffice packages came out
2004-12-10T14:18:00.000Z,ogra,Matt|,not on my ubuntu
2004-12-10T14:27:00.000Z,ogra,Matt|,at least not on an unstable/dev system lol
2004-12-10T14:32:00.000Z,ogra,Matt|,one is gui the other is commandline ;)
2004-12-10T14:32:00.000Z,ogra,Matt|,yep ? is theer already a hoary-security ??
2004-12-10T16:20:00.000Z,Matt|,ogra,yep
2004-12-14T16:44:00.000Z,Matt|,ogra,:)
2004-12-11T06:24:00.000Z,ogra,Matt|,looks like a hoary bug
2004-12-11T06:25:00.000Z,Matt|,ogra,yeah? It's been like this for a while
2004-12-11T06:26:00.000Z,ogra,Matt|,probably preparation for xcompmgr ?
2004-12-11T06:27:00.000Z,Matt|,ogra,"oh i'm not sure. try it on your hoary box: the window comes to the top ok, but is not highlighted. So for example, when you close firefox and there are more tabs open, you get the little prompt up, but it is not active window"
2004-12-11T06:28:00.000Z,ogra,Matt|,i noticed it already.... but didnt look deeper into it
2004-12-11T06:28:00.000Z,Matt|,ogra,ok as long as its not me and there is no obvious fix
2004-12-11T06:29:00.000Z,ogra,Matt|,look in gconf-editor if there is an option...dunno
2004-12-11T06:29:00.000Z,Matt|,ogra,yeah have looked
2004-12-11T06:29:00.000Z,Matt|,ogra,3159
2004-12-11T06:35:00.000Z,ogra,Matt|,"looks like 3159, yes"
2004-12-11T06:35:00.000Z,Matt|,ogra,yeah that is it
2004-12-11T14:54:00.000Z,ogra,Matt|,got it since 30 min here.....
2004-12-11T14:55:00.000Z,ogra,Matt|,december :)
2004-12-11T14:55:00.000Z,Matt|,ogra,its not a race
2004-12-12T17:11:00.000Z,Matt|,ogra,how is that app of yours coming along? :)
2004-12-12T17:11:00.000Z,ogra,Matt|,"hehe, which one ?"
2004-12-12T17:11:00.000Z,Matt|,ogra,swoon
2004-12-12T17:11:00.000Z,Matt|,ogra,mrburns
2004-12-12T17:12:00.000Z,ogra,Matt|,currently i'm trying to improve my packaging skills..... there are a lot requests for src packages....so i have to do that first
2004-12-12T17:12:00.000Z,ogra,Matt|,and i didnt practice a lot....on src pkgs
2004-12-12T17:13:00.000Z,Matt|,ogra,k
2004-12-12T17:13:00.000Z,ogra,Matt|,mrburns will get a rewrite in python next
2004-12-14T16:25:00.000Z,Matt|,ogra,ooh is this how to change the gtk1 fonts?
2004-12-14T16:25:00.000Z,ogra,Matt|,yup
2004-12-14T16:25:00.000Z,Matt|,ogra,ooh i wanna do that
2004-12-14T16:29:00.000Z,Matt|,ogra,i missed part of it :(
2004-12-14T16:29:00.000Z,ogra,Matt|,just writing a wiki....wait
2004-12-14T16:29:00.000Z,Matt|,ogra,oh no i didn't np
2004-12-14T16:31:00.000Z,Matt|,ogra,you star
2004-12-14T16:42:00.000Z,ogra,Matt|,https://www.ubuntulinux.org/wiki/Gtk1Fonts
2004-12-14T16:43:00.000Z,Matt|,ogra,"nice. the first step may not be necessary tho, the line was already there for me"
2004-12-14T16:43:00.000Z,Matt|,ogra,but that is a really helpful wiki
2004-12-14T16:43:00.000Z,ogra,Matt|,"ah, great, i wasnt sure because i have migraded my home since years.... :)"
2004-12-14T16:45:00.000Z,ogra,Matt|,wiki updated :)
2004-12-14T16:45:00.000Z,Matt|,ogra,you move faster than light
